targetId,comparatorId,outcomeIds,excludedCovariateConceptIds,includedCovariateConceptIds
35,102,284;282;287;289;291;293;295;298;299;301;303;305;307;318;323;324;325;326;327;328;329;330;331;332;333;334,,
